"Unit1","Faction1","Class1","CompClass1","Tier1","Cost1","Unit2","Faction2","Class2","CompClass2","Tier2","Cost2","Any Wins","Outright Wins","Win Through Flee","Ties","Lose Through Flee","Outright Losses","Any Losses","Total Destructions","AvgRounds","AvgUnit1Models","AvgUnit1Hp","AvgUnit2Models","AvgUnit2Hp"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Gunners","Coppersand","Mechanics","Archers","1","2","893","479","414","0","61","9","70","37","1.68","3.46","3.46","0.86","0.86"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Warriors","Ratkin","Rats","Warriors","1","2","348","35","313","0","260","358","618","34","2.10","1.55","1.55","3.72","3.72"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Webspitters","Silk Court","Spiderlings","Infantry","1","3","0","0","0","0","0","142","142","858","1.00","0.00","0.00","0.21","0.21"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Sappers","Coppersand","Mechanics","Unique","1","2","970","514","456","0","19","1","20","10","1.66","4.12","4.12","0.80","0.80"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","333","31","302","0","233","397","630","37","2.14","1.46","1.46","3.69","3.69"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Trappers","Silk Court","Spiderlings","Infantry","1","3","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Supplicants","Coppersand","Mechanics","Unique","1","2","951","527","424","0","35","0","35","14","1.48","3.73","3.73","0.77","0.77"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Pelters","Ratkin","Rats","Archers","1","2","483","58","425","0","156","310","466","51","2.07","1.73","1.73","3.11","3.11"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Huntsmen","Silk Court","Spiderlings","Archers","1","2","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Artificers","Coppersand","Mechanics","Infantry","1","3","638","349","289","0","201","59","260","102","1.86","2.40","2.40","1.12","1.12"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Horde","Ratkin","Rats","Chaff","1","1","834","92","742","0","53","89","142","24","1.92","3.43","3.43","3.39","3.39"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Trapdoors","Silk Court","Spiderlings","Unique","1","3","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","823","456","367","0","108","21","129","48","1.91","3.00","3.00","0.98","0.98"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Assasslings","Ratkin","Rats","Infantry","1","3","329","31","298","0","208","435","643","28","1.89","1.37","1.37","3.53","3.53"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Squires","Silk Court","Spiderlings","Heavy Infantry","1","2","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","135","5","130","0","341","521","862","3","2.15","1.16","1.16","2.18","6.13"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Peltlings","Ratkin","Rats","Chaff","1","1","909","91","818","0","47","32","79","12","1.81","3.68","3.68","3.61","3.61"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Jumpers","Silk Court","Knights","Flyer","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","95","47","48","0","395","400","795","110","1.49","0.93","0.93","1.52","2.64"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Ninjas","Ratkin","Elites","Fast Infantry","2","0","89","4","85","0","404","496","900","11","1.77","1.03","1.03","5.10","5.10"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Tarantulas","Silk Court","Knights","Heavy Cavalry","2","0","0","0","0","0","0","329","329","671","1.00","0.00","0.00","0.47","0.84"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","245","134","111","0","341","280","621","134","1.77","1.31","1.31","1.26","2.14"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Heavies","Ratkin","Elites","Heavy Infantry","2","0","111","14","97","0","384","487","871","18","2.23","1.18","1.18","4.97","4.97"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Widowmakers","Silk Court","Knights","Light Cavalry","2","0","0","0","0","0","0","130","130","870","1.00","0.00","0.00","0.14","0.17"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","177","148","29","0","375","253","628","195","1.84","1.21","1.21","0.66","1.63"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Throatnicks","Ratkin","Elites","Attack Infantry","2","0","60","2","58","0","249","684","933","7","1.31","0.57","0.57","5.16","5.16"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Shimmerwebs","Silk Court","Shifters","Heavy Infantry","2","0","0","0","0","0","0","882","882","118","1.00","0.00","0.00","2.10","2.10"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Overseer","Coppersand","Colossus","Monster","2","0","581","471","110","0","204","66","270","149","1.91","2.09","2.09","0.38","0.87"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Fearaltar","Ratkin","Rataltar","Support Mage","2","0","765","733","32","0","134","3","137","98","1.28","2.77","2.77","0.17","0.26"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Webdancers","Silk Court","Shifters","Unique","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Warcrane","Coppersand","Colossus","Monster","2","0","344","262","82","0","352","151","503","153","2.36","1.72","1.72","0.59","1.46"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Swarmaltar","Ratkin","Rataltar","Support Mage","2","0","933","879","54","0","48","1","49","18","1.30","3.64","3.64","0.10","0.16"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Mimics","Silk Court","Shifters","Unique","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Grand Bombard","Coppersand","Artillery","War Machine","2","0","997","916","81","0","3","0","3","0","1.20","4.61","4.61","0.08","0.12"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Feastaltar","Ratkin","Rataltar","Support Mage","2","0","898","853","45","0","57","2","59","43","1.33","3.35","3.35","0.10","0.16"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Cocoon Cannon","Silk Court","Webcannon","War Machine","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Hookshot","Coppersand","Artillery","War Machine","2","0","997","935","62","0","3","0","3","0","1.20","4.60","4.60","0.07","0.09"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Chumpwagon","Ratkin","Ratwagons","Unique","2","0","815","730","85","0","78","8","86","99","1.43","2.86","2.86","0.17","0.31"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Spitter","Silk Court","Webcannon","War Machine","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Coppersand Surpressor","Coppersand","Artillery","War Machine","2","0","998","875","123","0","2","0","2","0","1.47","4.34","4.34","0.13","0.21"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Battering-Rat","Ratkin","Ratwagons","Chariot","2","0","731","638","93","0","158","24","182","87","1.58","2.68","2.68","0.28","0.54"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Silk Court Weblayer","Silk Court","Webcannon","War Machine","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Warriors","Scaled Empire","Infantry","Warriors","1","2","448","163","285","0","274","165","439","113","1.88","1.99","1.99","2.04","2.04"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Ratkin Thiefwagon","Ratkin","Ratwagons","Chariot","2","0","568","452","116","0","199","61","260","172","1.91","2.03","2.03","0.38","0.81"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Warriors","Redspines","Warband","Warriors","1","2","0","0","0","0","0","1","1","999","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Militia","Scaled Empire","Infantry","Chaff","1","1","800","94","706","0","97","49","146","54","1.62","3.51","3.51","2.01","2.01"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Warriors","Boneborn","Skeletons","Warriors","1","2","474","474","0","0","259","157","416","110","1.93","1.72","1.72","1.30","1.30"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Archers","Redspines","Warband","Archers","1","2","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Firepowder Corps","Scaled Empire","Infantry","Archers","1","2","757","325","432","0","111","47","158","85","1.89","2.83","2.83","1.34","1.34"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","159","52","107","0","428","339","767","74","1.87","1.37","1.37","2.81","2.81"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Archers","Boneborn","Skeletons","Archers","1","2","800","800","0","0","89","39","128","72","1.90","2.45","2.45","0.39","0.39"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Beserks","Redspines","Warband","Fast Infantry","1","3","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Scout Corps","Scaled Empire","Infantry","Archers","1","3","760","292","468","0","108","64","172","68","1.86","2.89","2.89","1.47","1.47"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","2","2","0","0","0","0","0","998","1.00","0.00","0.00","0.00","0.00"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Revenants","Boneborn","Skeletons","Infantry","1","3","503","503","0","0","190","237","427","70","2.35","1.76","1.76","1.75","1.75"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Crowseekers","Redspines","Warband","Infantry","1","2","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Scalewall","Scaled Empire","Infantry","Heavy Infantry","1","3","281","90","191","0","386","232","618","101","2.03","1.73","1.73","2.47","2.47"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","145","56","89","0","448","330","778","77","1.89","1.35","1.35","2.89","2.89"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Wights","Boneborn","Skeletons","Heavy Infantry","1","3","325","325","0","0","638","22","660","15","1.96","3.20","3.20","2.54","2.54"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Relentless","Redspines","Warband","Infantry","1","3","0","0","0","0","0","1","1","999","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Horsebreakers","Scaled Empire","Infantry","Infantry","1","3","416","156","260","0","292","171","463","121","1.93","1.92","1.92","2.01","2.01"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Fodder","Boneborn","Skeletons","Chaff","1","1","938","938","0","0","27","13","40","22","1.91","3.23","3.23","0.13","0.13"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Pincushions","Redspines","Warband","Infantry","1","3","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Cannonade","Scaled Empire","Firepower","War Machine","2","0","998","919","79","0","2","0","2","0","1.19","4.64","4.64","0.08","0.10"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Goblings","Gobbo","Goblins","Chaff","1","1","462","115","347","0","278","163","441","97","2.02","2.25","2.25","2.27","2.27"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Shieldbearers","Boneborn","Skeletons","Heavy Infantry","1","2","557","557","0","0","210","140","350","93","2.29","1.89","1.89","1.09","1.09"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Meatwads","Redspines","Huskarls","Heavy Infantry","2","0","0","0","0","0","0","131","131","869","1.00","0.00","0.00","0.14","0.19"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Mortar Company","Scaled Empire","Firepower","War Machine","2","0","998","925","73","0","2","0","2","0","1.18","4.65","4.65","0.08","0.11"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Poppers","Gobbo","Goblins","Infantry","1","2","318","87","231","0","297","260","557","125","2.03","1.56","1.56","2.16","2.16"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Tomb Titan","Boneborn","Bonegiant","Monster","2","0","212","212","0","0","377","236","613","175","1.74","1.37","1.37","0.61","1.62"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Blood-dancers","Redspines","Huskarls","Fast Infantry","2","0","0","0","0","0","0","113","113","887","1.00","0.00","0.00","0.12","0.15"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire War Organ","Scaled Empire","Firepower","War Machine","2","0","997","922","75","0","3","0","3","0","1.20","4.61","4.61","0.08","0.11"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Wolfcarts","Gobbo","Chariots","Chariot","2","0","20","1","19","0","431","544","975","5","1.57","0.91","0.91","1.64","5.23"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Grave Beast","Boneborn","Bonegiant","Monster","2","0","277","277","0","0","618","72","690","33","1.85","3.01","3.01","0.69","2.56"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Quillsprays","Redspines","Huskarls","Unique","2","0","0","0","0","0","0","119","119","881","1.00","0.00","0.00","0.13","0.15"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Outriders","Scaled Empire","Cavalry","Light Cavalry","2","0","932","516","416","0","48","4","52","16","1.56","3.84","3.84","0.71","0.71"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Bangwagons","Gobbo","Chariots","Unique","2","0","50","50","0","0","0","0","0","950","1.00","0.07","0.07","0.00","0.00"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Skullclops","Boneborn","Bonegiant","Monster","2","0","520","520","0","0","229","101","330","150","1.67","1.92","1.92","0.33","0.79"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Raiders","Redspines","Boar Riders","Light Cavalry","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Wyrmknights","Scaled Empire","Cavalry","Flyer","2","0","461","80","381","0","225","272","497","42","2.01","1.96","1.96","1.65","2.91"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Hunting Party","Gobbo","Chariots","Chariot","2","0","271","49","222","0","321","351","672","57","2.61","1.62","1.62","1.25","3.56"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Necromancers","Boneborn","Liches","Support Mage","2","0","668","668","0","0","153","70","223","109","1.86","1.98","1.98","0.37","0.63"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Woedriders","Redspines","Boar Riders","Heavy Cavalry","2","0","0","0","0","0","0","117","117","883","1.00","0.00","0.00","0.12","0.15"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Dragoons","Scaled Empire","Cavalry","Heavy Cavalry","2","0","221","21","200","0","387","358","745","34","2.24","1.55","1.55","2.23","4.00"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Starchucker","Gobbo","Hurtbox","War Machine","2","0","979","882","97","0","21","0","21","0","1.47","4.22","4.22","0.12","0.18"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Terrormancers","Boneborn","Liches","Attack Mage","2","0","442","442","0","0","281","168","449","109","1.90","1.62","1.62","0.81","1.39"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Screamers","Redspines","Boar Riders","Light Cavalry","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Twohanders","Scaled Empire","Veterans","Infantry","2","0","101","101","0","0","223","579","802","97","1.56","0.65","0.65","2.27","2.27"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Boombox","Gobbo","Hurtbox","War Machine","2","0","987","883","104","0","12","0","12","1","1.47","4.25","4.25","0.12","0.17"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Blood Mages","Boneborn","Liches","Attack Infantry","2","0","63","63","0","0","183","682","865","72","1.22","0.39","0.39","1.60","2.75"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Valkryies","Redspines","Warwitches","Support Mage","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Bluemasks","Scaled Empire","Veterans","Heavy Infantry","2","0","499","186","313","0","296","117","413","88","2.17","2.47","2.47","2.17","2.17"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Firetruck","Gobbo","Hurtbox","Monster","2","0","308","194","114","0","355","186","541","151","2.72","1.71","1.71","0.66","1.87"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Wall of Flesh","Boneborn","Zombies","Heavy Infantry","2","0","0","0","0","0","616","383","999","1","2.44","1.43","1.43","5.02","9.54"
"Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","Redspines Furies","Redspines","Warwitches","Attack Mage","2","0","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","Scaled Empire Jetbreaths","Scaled Empire","Veterans","Attack Infantry","2","0","666","254","412","0","175","73","248","86","2.01","2.67","2.67","1.74","1.74"
"Gobbo Archers","Gobbo","Goblins","Archers","1","2","Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","0","0","0","0","110","865","975","25","1.04","0.14","0.14","3.03","3.03"
"Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","Boneborn Ghouls","Boneborn","Zombies","Fast Infantry","2","0","21","21","0","0","313","657","970","9","2.34","0.63","0.63","5.26","9.97"
